title,link
"Florida Man Goes To Strip Club, Leaves 'Severely Autistic' Child, Young Girl Home Alone",https://miami.cbslocal.com/video/4124682-florida-man-goes-to-strip-club-leaves-severely-autistic-child-young-girl-home-alone/
Florida Man Accused Of Taking 4-Year-Old On Burglary Spree,https://miami.cbslocal.com/2019/06/14/florida-man-accused-of-taking-4-year-old-on-burglary-spree/
Florida Man’s Priceless Reaction After Learning He’s Going To Be A Grandfather,https://miami.cbslocal.com/2019/06/17/florida-man-had-priceless-reaction-after-learning-hes-going-to-be-a-grandfather/
Florida Man Wielding Knife Shot To Death By Deputies,https://miami.cbslocal.com/2019/07/07/florida-man-wielding-knife-shot-deputies/
Florida Man’s Drone Captures Images Of Shark Swimming Near His Kids,https://miami.cbslocal.com/2019/07/02/florida-drone-shark-swimming-near-kids/
Police Identify Florida Man Accused Of Stabbing Wife To Death In NW Miami-Dade,https://miami.cbslocal.com/2019/05/22/police-identify-florida-man-accused-of-stabbing-wife-to-death-in-nw-miami-dade/
"Florida Man Dies, Hit By Car After Getting Out Of Truck Following Crash",https://miami.cbslocal.com/2019/06/30/florida-man-dies-hit-by-car-following-crash/
"Florida Man Brings Gun To Supermarket, Accidentally Shoots Himself",https://miami.cbslocal.com/2019/05/05/florida-man-gun-supermarket-shoots-himself/
Florida Man,https://miami.cbslocal.com/tag/florida-man/
Florida Man Arrested For Abusing Dog Who Later Became ‘Deputy Chance’,https://miami.cbslocal.com/2019/05/22/florida-man-animal-abuse-deputy-chance-lee-county/
"Florida Man Steals Jeep, Drives Back For Lost Phone Into Waiting Arms Of Police",https://miami.cbslocal.com/2019/04/04/florida-man-stolen-jeep-lost-phone-arrest/
Florida Man Released On Bond After Threatening Mass Shooting Against Broward Company That Fired Him,https://miami.cbslocal.com/2019/06/18/florida-man-threatening-mass-shooting-company-fired-him/
Florida Man Accused In Flamingo’s Death At Busch Gardens Fatally Struck By Truck,https://miami.cbslocal.com/2019/06/26/florida-man-accused-in-flamingos-death-at-busch-gardens-fatally-struck-by-truck/
Florida Man Charged In Drive-By Shooting Murders Of Two Sisters,https://miami.cbslocal.com/2019/05/15/florida-man-charged-drive-by-shooting-murders-sisters/
"‘Kill ‘Em With Kindness’: Florida Man Stabs Neighbor With Machete Named ‘Kindness’, Say Police",https://miami.cbslocal.com/2019/01/14/florida-man-stabs-neighbor-machete-named-kindness-say-police/
"Florida Man, Gator Expert Who Captured ‘Chance The Snapper,’ Throws Out First Pitch At Chicago Cubs Game In Wrigley Field",https://miami.cbslocal.com/2019/07/17/florida-man-gator-expert-chance-the-snapper-first-pitch-chicago-cubs-wrigley-field/
"Florida Man Shooed Raccoon Off Boat, FWC Investigating",https://miami.cbslocal.com/2019/05/12/florida-man-shoots-raccoon-off-boat/
"Florida Man Says He Went ‘Bananas,’ Shot Out Utility Workers’ Tires",https://miami.cbslocal.com/2017/07/20/florida-man-bananas-shot-out-utility-workers-tires/
Florida Man Accused Of Firing Pee-Filled Squirt Gun At Woman,https://miami.cbslocal.com/2019/04/16/florida-man-pee-filled-squirt-gun/
"Florida Man Found Guilty Of Fatally Shooting Son, Faces Life Sentence",https://miami.cbslocal.com/2019/05/07/florida-man-guilty-fatally-shooting-son-life-sentence/
Police: Florida Man Rich Enough To Buy Island Caught Trying To Scam Kmart,https://miami.cbslocal.com/2019/04/09/police-keys-man-rich-enough-to-buy-island-caught-trying-to-scam-kmart/
"Florida Man, Convicted Sex Trafficker Sentenced To Five Life Terms",https://miami.cbslocal.com/2019/05/02/florida-man-sex-trafficker-five-life-terms/
"Cesar Sayoc, Florida Man Who Mailed Pipe Bombs To Trump Critics Tells Judge In Handwritten Letter He Meant No Harm",https://miami.cbslocal.com/2019/04/29/cesar-sayoc-florida-man-pipe-bombs-trump-critics-handwritten-letter/
Florida Man Acquitted Of Trying To Kill Estranged Wife By Electrocution,https://miami.cbslocal.com/2019/06/23/florida-man-attempted-murder-wife-electrocution/
"Florida Man Gets 30 Years For Shooting Officer, Stealing Car",https://miami.cbslocal.com/2019/07/04/florida-man-30-years-shooting-officer-stealing-car/
Florida Man Chews Up Police Car Seat After Cocaine Arrest,https://miami.cbslocal.com/2019/01/11/florida-man-chews-up-police-car-seat-cocaine-arrest/
"South Florida Man Accused Of Threatening, Spitting On Jewish People In Bal Harbour",https://miami.cbslocal.com/2019/05/15/florida-man-threatening-spitting-on-jewish-people-bal-harbour/
Florida Man Arrested For Shoplifting At Kohl’s After Job Interview,https://miami.cbslocal.com/2018/12/11/florida-man-arrest-shoplifting-kohls-after-job-interview/
Florida Man Caught With Nearly 200 Illegal Lobsters,https://miami.cbslocal.com/2018/09/05/florida-man-arrested-200-illegal-lobsters/
"Florida Man Finds Necklace In Ocean, Attached Are A Mother’s Ashes",https://miami.cbslocal.com/2019/05/28/florida-man-finds-necklace-in-ocean-attached-are-a-mothers-ashes/
Florida Man Calls 911 After Comedian Ahmed Ahmed’s Middle East Joke Makes Him Uncomfortable,https://miami.cbslocal.com/2019/05/16/florida-man-911-middle-east-joke-ahmed-ahmed/
Knife Wielding Florida Man Killed By Police After Stabbing Ex-Girlfriend To Death,https://miami.cbslocal.com/2019/05/15/broward-sheriffs-deputy-involved-in-deadly-tamarac-shooting/
Florida Man Tries To Pay For Fast Food With Bag Of Weed,https://miami.cbslocal.com/2018/12/18/florida-man-fast-food-weed/
Florida Man Charged In Deaths Of Elderly Canadian Couple Staying Pompano Beach,https://miami.cbslocal.com/2019/05/16/florida-man-charged-deaths-elderly-couple-pompano-beach/
"Florida Man With Gun Kills Driver, Also With Gun, In Road Rage Incident",https://miami.cbslocal.com/2019/04/21/florida-man-kills-driver-road-rage/
FBI Report: Pipe Bomb Devices Mailed By Florida Man Wouldn’t Have Worked,https://miami.cbslocal.com/2019/07/17/fbi-report-pipe-bomb-florida-man-wouldnt-have-worked/
"Florida Man Goes To Strip Club, Leaves ‘Severely Autistic’ Child, Young Girl Home Alone",https://miami.cbslocal.com/2019/07/15/florida-man-strip-club-severely-autistic-child-girl-home-alone/
"Florida Man, Marvin Hajos, Killed By Large, Flightless Bird After Falling On His Farm",https://miami.cbslocal.com/2019/04/14/florida-man-killed-large-flightless-bird/
"Florida Man Steals Rare Coins, Puts Them Through Grocery Store Change Machine, Police Say",https://miami.cbslocal.com/2019/02/22/florida-man-steals-rare-coins-change-machines/
Florida Man Sentenced To Life For Murder He Blamed On Sleepwalking,https://miami.cbslocal.com/2019/05/09/florida-man-sentenced-to-life-for-murder-he-blamed-on-sleepwalking/
Florida Man Tries To Break World Record By Watching ‘Avengers: Endgame 114 Times & Counting,https://miami.cbslocal.com/2019/06/13/florida-man-avengers-endgame-114-times-guiness-world-record/
"Florida Man Poses As FBI Agent, Dumps Live Catfish On Homeowner’s Driveway",https://miami.cbslocal.com/2019/05/13/florida-man-poses-fbi-agent-dumps-catfish-driveway/
Florida Man Who Killed Daughter By Throwing Her Off Bridge Asks For New Trial,https://miami.cbslocal.com/2019/04/28/florida-man-killed-daughter-throwing-bridge-new-trial/
